행정구역,2014년_계_총인구수,2014년_계_연령구간인구수,2014년_계_0~9세,2014년_계_10~19세,2014년_계_20~29세,2014년_계_30~39세,2014년_계_40~49세,2014년_계_50~59세,2014년_계_60~69세,2014년_계_70~79세,2014년_계_80~89세,2014년_계_90~99세,2014년_계_100세 이상,2014년_남_총인구수,2014년_남_연령구간인구수,2014년_남_0~9세,2014년_남_10~19세,2014년_남_20~29세,2014년_남_30~39세,2014년_남_40~49세,2014년_남_50~59세,2014년_남_60~69세,2014년_남_70~79세,2014년_남_80~89세,2014년_남_90~99세,2014년_남_100세 이상,2014년_여_총인구수,2014년_여_연령구간인구수,2014년_여_0~9세,2014년_여_10~19세,2014년_여_20~29세,2014년_여_30~39세,2014년_여_40~49세,2014년_여_50~59세,2014년_여_60~69세,2014년_여_70~79세,2014년_여_80~89세,2014년_여_90~99세,2014년_여_100세 이상,2015년_계_총인구수,2015년_계_연령구간인구수,2015년_계_0~9세,2015년_계_10~19세,2015년_계_20~29세,2015년_계_30~39세,2015년_계_40~49세,2015년_계_50~59세,2015년_계_60~69세,2015년_계_70~79세,2015년_계_80~89세,2015년_계_90~99세,2015년_계_100세 이상,2015년_남_총인구수,2015년_남_연령구간인구수,2015년_남_0~9세,2015년_남_10~19세,2015년_남_20~29세,2015년_남_30~39세,2015년_남_40~49세,2015년_남_50~59세,2015년_남_60~69세,2015년_남_70~79세,2015년_남_80~89세,2015년_남_90~99세,2015년_남_100세 이상,2015년_여_총인구수,2015년_여_연령구간인구수,2015년_여_0~9세,2015년_여_10~19세,2015년_여_20~29세,2015년_여_30~39세,2015년_여_40~49세,2015년_여_50~59세,2015년_여_60~69세,2015년_여_70~79세,2015년_여_80~89세,2015년_여_90~99세,2015년_여_100세 이상,2016년_계_총인구수,2016년_계_연령구간인구수,2016년_계_0~9세,2016년_계_10~19세,2016년_계_20~29세,2016년_계_30~39세,2016년_계_40~49세,2016년_계_50~59세,2016년_계_60~69세,2016년_계_70~79세,2016년_계_80~89세,2016년_계_90~99세,2016년_계_100세 이상,2016년_남_총인구수,2016년_남_연령구간인구수,2016년_남_0~9세,2016년_남_10~19세,2016년_남_20~29세,2016년_남_30~39세,2016년_남_40~49세,2016년_남_50~59세,2016년_남_60~69세,2016년_남_70~79세,2016년_남_80~89세,2016년_남_90~99세,2016년_남_100세 이상,2016년_여_총인구수,2016년_여_연령구간인구수,2016년_여_0~9세,2016년_여_10~19세,2016년_여_20~29세,2016년_여_30~39세,2016년_여_40~49세,2016년_여_50~59세,2016년_여_60~69세,2016년_여_70~79세,2016년_여_80~89세,2016년_여_90~99세,2016년_여_100세 이상,2017년_계_총인구수,2017년_계_연령구간인구수,2017년_계_0~9세,2017년_계_10~19세,2017년_계_20~29세,2017년_계_30~39세,2017년_계_40~49세,2017년_계_50~59세,2017년_계_60~69세,2017년_계_70~79세,2017년_계_80~89세,2017년_계_90~99세,2017년_계_100세 이상,2017년_남_총인구수,2017년_남_연령구간인구수,2017년_남_0~9세,2017년_남_10~19세,2017년_남_20~29세,2017년_남_30~39세,2017년_남_40~49세,2017년_남_50~59세,2017년_남_60~69세,2017년_남_70~79세,2017년_남_80~89세,2017년_남_90~99세,2017년_남_100세 이상,2017년_여_총인구수,2017년_여_연령구간인구수,2017년_여_0~9세,2017년_여_10~19세,2017년_여_20~29세,2017년_여_30~39세,2017년_여_40~49세,2017년_여_50~59세,2017년_여_60~69세,2017년_여_70~79세,2017년_여_80~89세,2017년_여_90~99세,2017년_여_100세 이상,2018년_계_총인구수,2018년_계_연령구간인구수,2018년_계_0~9세,2018년_계_10~19세,2018년_계_20~29세,2018년_계_30~39세,2018년_계_40~49세,2018년_계_50~59세,2018년_계_60~69세,2018년_계_70~79세,2018년_계_80~89세,2018년_계_90~99세,2018년_계_100세 이상,2018년_남_총인구수,2018년_남_연령구간인구수,2018년_남_0~9세,2018년_남_10~19세,2018년_남_20~29세,2018년_남_30~39세,2018년_남_40~49세,2018년_남_50~59세,2018년_남_60~69세,2018년_남_70~79세,2018년_남_80~89세,2018년_남_90~99세,2018년_남_100세 이상,2018년_여_총인구수,2018년_여_연령구간인구수,2018년_여_0~9세,2018년_여_10~19세,2018년_여_20~29세,2018년_여_30~39세,2018년_여_40~49세,2018년_여_50~59세,2018년_여_60~69세,2018년_여_70~79세,2018년_여_80~89세,2018년_여_90~99세,2018년_여_100세 이상,2019년_계_총인구수,2019년_계_연령구간인구수,2019년_계_0~9세,2019년_계_10~19세,2019년_계_20~29세,2019년_계_30~39세,2019년_계_40~49세,2019년_계_50~59세,2019년_계_60~69세,2019년_계_70~79세,2019년_계_80~89세,2019년_계_90~99세,2019년_계_100세 이상,2019년_남_총인구수,2019년_남_연령구간인구수,2019년_남_0~9세,2019년_남_10~19세,2019년_남_20~29세,2019년_남_30~39세,2019년_남_40~49세,2019년_남_50~59세,2019년_남_60~69세,2019년_남_70~79세,2019년_남_80~89세,2019년_남_90~99세,2019년_남_100세 이상,2019년_여_총인구수,2019년_여_연령구간인구수,2019년_여_0~9세,2019년_여_10~19세,2019년_여_20~29세,2019년_여_30~39세,2019년_여_40~49세,2019년_여_50~59세,2019년_여_60~69세,2019년_여_70~79세,2019년_여_80~89세,2019년_여_90~99세,2019년_여_100세 이상
경기도 여주시 (4167000000),"110,386","110,386","9,395","12,314","12,188","14,364","17,742","19,011","12,008","9,328","3,491",510,35,"55,745","55,745","4,897","6,283","6,631","7,302","9,388","9,882","5,985","4,107","1,133",124,13,"54,641","54,641","4,498","6,031","5,557","7,062","8,354","9,129","6,023","5,221","2,358",386,22,"111,033","111,033","9,186","11,799","12,303","13,887","17,590","19,421","13,063","9,364","3,836",543,41,"56,180","56,180","4,776","5,978","6,769","7,078","9,294","10,128","6,589","4,134","1,304",118,12,"54,853","54,853","4,410","5,821","5,534","6,809","8,296","9,293","6,474","5,230","2,532",425,29,"111,563","111,563","9,045","11,344","12,321","13,528","17,329","19,669","14,023","9,481","4,196",586,41,"56,445","56,445","4,713","5,783","6,714","6,915","9,125","10,314","7,036","4,265","1,454",111,15,"55,118","55,118","4,332","5,561","5,607","6,613","8,204","9,355","6,987","5,216","2,742",475,26,"111,984","111,984","8,592","10,890","12,333","13,064","17,291","19,929","14,960","9,799","4,461",628,37,"56,629","56,629","4,488","5,541","6,678","6,728","9,084","10,383","7,531","4,479","1,581",123,13,"55,355","55,355","4,104","5,349","5,655","6,336","8,207","9,546","7,429","5,320","2,880",505,24,"111,525","111,525","8,206","10,346","12,281","12,607","16,634","20,031","15,991","9,958","4,760",669,42,"56,479","56,479","4,278","5,298","6,686","6,511","8,678","10,465","8,084","4,596","1,734",135,14,"55,046","55,046","3,928","5,048","5,595","6,096","7,956","9,566","7,907","5,362","3,026",534,28,"111,083","111,083","7,716","9,952","12,067","12,009","16,168","20,203","17,022","10,072","5,090",746,38,"56,427","56,427","4,009","5,140","6,569","6,298","8,419","10,567","8,650","4,717","1,885",158,15,"54,656","54,656","3,707","4,812","5,498","5,711","7,749","9,636","8,372","5,355","3,205",588,23
경기도 연천군 (4180000000),"45,363","45,363","3,463","4,280","5,427","4,957","6,395","8,190","5,529","5,006","1,800",289,27,"23,475","23,475","1,816","2,268","3,290","2,648","3,524","4,348","2,708","2,157",629,78,9,"21,888","21,888","1,647","2,012","2,137","2,309","2,871","3,842","2,821","2,849","1,171",211,18,"45,725","45,725","3,454","4,087","5,889","4,926","6,079","8,108","5,894","4,968","1,985",305,30,"23,917","23,917","1,787","2,179","3,744","2,654","3,374","4,301","2,924","2,147",717,80,10,"21,808","21,808","1,667","1,908","2,145","2,272","2,705","3,807","2,970","2,821","1,268",225,20,"45,907","45,907","3,521","3,880","6,001","4,945","5,837","7,997","6,214","5,038","2,128",315,31,"24,090","24,090","1,803","2,055","3,847","2,688","3,240","4,287","3,081","2,212",785,82,10,"21,817","21,817","1,718","1,825","2,154","2,257","2,597","3,710","3,133","2,826","1,343",233,21,"45,431","45,431","3,434","3,671","5,839","4,802","5,625","7,781","6,528","5,081","2,294",342,34,"23,790","23,790","1,759","1,966","3,733","2,600","3,105","4,156","3,307","2,222",844,87,11,"21,641","21,641","1,675","1,705","2,106","2,202","2,520","3,625","3,221","2,859","1,450",255,23,"44,633","44,633","3,204","3,556","5,527","4,647","5,345","7,617","6,761","5,099","2,505",336,36,"23,364","23,364","1,644","1,917","3,535","2,545","2,951","4,052","3,438","2,257",936,78,11,"21,269","21,269","1,560","1,639","1,992","2,102","2,394","3,565","3,323","2,842","1,569",258,25,"43,824","43,824","2,939","3,329","5,468","4,336","5,081","7,405","7,090","5,088","2,660",387,41,"22,962","22,962","1,502","1,789","3,469","2,412","2,797","3,967","3,656","2,270",988,97,15,"20,862","20,862","1,437","1,540","1,999","1,924","2,284","3,438","3,434","2,818","1,672",290,26
경기도 가평군 (4182000000),"61,213","61,213","4,184","5,977","6,136","6,672","9,249","11,746","7,938","6,503","2,424",351,33,"31,370","31,370","2,129","3,179","3,451","3,549","5,075","6,189","3,953","2,918",812,101,14,"29,843","29,843","2,055","2,798","2,685","3,123","4,174","5,557","3,985","3,585","1,612",250,19,"62,008","62,008","4,201","5,761","6,207","6,530","9,101","11,814","8,700","6,590","2,704",363,37,"31,774","31,774","2,136","3,063","3,480","3,485","4,997","6,227","4,379","2,961",934,96,16,"30,234","30,234","2,065","2,698","2,727","3,045","4,104","5,587","4,321","3,629","1,770",267,21,"62,448","62,448","4,166","5,467","6,326","6,469","8,915","11,819","9,278","6,640","2,935",396,37,"31,981","31,981","2,132","2,890","3,587","3,437","4,801","6,223","4,729","2,991","1,070",105,16,"30,467","30,467","2,034","2,577","2,739","3,032","4,114","5,596","4,549","3,649","1,865",291,21,"62,973","62,973","4,031","5,296","6,413","6,404","8,779","11,803","9,890","6,797","3,100",423,37,"32,276","32,276","2,068","2,791","3,624","3,398","4,758","6,174","5,082","3,091","1,169",106,15,"30,697","30,697","1,963","2,505","2,789","3,006","4,021","5,629","4,808","3,706","1,931",317,22,"62,918","62,918","3,836","5,095","6,288","6,310","8,475","11,766","10,510","6,893","3,234",471,40,"32,288","32,288","1,934","2,705","3,546","3,350","4,592","6,215","5,384","3,200","1,223",123,16,"30,630","30,630","1,902","2,390","2,742","2,960","3,883","5,551","5,126","3,693","2,011",348,24,"62,415","62,415","3,607","4,857","6,174","5,992","8,097","11,668","11,209","6,793","3,479",494,45,"32,042","32,042","1,796","2,567","3,490","3,205","4,381","6,148","5,793","3,189","1,322",133,18,"30,373","30,373","1,811","2,290","2,684","2,787","3,716","5,520","5,416","3,604","2,157",361,27
경기도 양평군 (4183000000),"105,379","105,379","7,971","10,127","10,405","11,801","16,078","19,836","14,047","10,546","3,906",617,45,"53,245","53,245","4,092","5,380","5,856","6,061","8,526","10,071","6,932","4,807","1,339",169,12,"52,134","52,134","3,879","4,747","4,549","5,740","7,552","9,765","7,115","5,739","2,567",448,33,"108,316","108,316","8,146","10,015","10,634","11,633","16,284","20,091","15,562","10,883","4,343",675,50,"54,727","54,727","4,180","5,346","5,952","5,900","8,658","10,254","7,683","5,046","1,508",188,12,"53,589","53,589","3,966","4,669","4,682","5,733","7,626","9,837","7,879","5,837","2,835",487,38,"111,367","111,367","8,309","9,872","10,777","11,822","16,492","20,438","16,850","11,245","4,813",703,46,"56,285","56,285","4,260","5,292","5,999","5,989","8,759","10,469","8,321","5,297","1,693",195,11,"55,082","55,082","4,049","4,580","4,778","5,833","7,733","9,969","8,529","5,948","3,120",508,35,"115,105","115,105","8,283","9,985","10,936","11,993","16,723","21,000","18,306","11,919","5,159",750,51,"57,981","57,981","4,250","5,299","5,996","6,087","8,817","10,737","9,055","5,676","1,857",197,10,"57,124","57,124","4,033","4,686","4,940","5,906","7,906","10,263","9,251","6,243","3,302",553,41,"116,095","116,095","7,963","9,872","10,729","11,778","16,438","20,988","19,574","12,363","5,535",800,55,"58,396","58,396","4,083","5,252","5,832","5,949","8,591","10,750","9,693","6,009","2,027",196,14,"57,699","57,699","3,880","4,620","4,897","5,829","7,847","10,238","9,881","6,354","3,508",604,41,"116,874","116,874","7,620","9,758","10,456","11,218","16,328","21,018","20,964","12,635","5,916",901,60,"58,654","58,654","3,899","5,197","5,694","5,651","8,428","10,776","10,401","6,177","2,190",228,13,"58,220","58,220","3,721","4,561","4,762","5,567","7,900","10,242","10,563","6,458","3,726",673,47
강원도  (4200000000),"1,544,442","1,544,442","124,511","178,979","181,760","194,502","252,750","267,736","160,635","130,099","45,895","7,021",554,"778,007","778,007","64,254","93,758","102,066","100,337","131,738","136,082","77,750","55,905","13,958","1,965",194,"766,435","766,435","60,257","85,221","79,694","94,165","121,012","131,654","82,885","74,194","31,937","5,056",360,"1,549,507","1,549,507","123,275","171,073","184,802","189,754","250,407","269,286","171,452","131,730","49,542","7,578",608,"781,434","781,434","63,336","89,415","104,877","98,138","130,578","136,762","83,587","57,032","15,458","2,046",205,"768,073","768,073","59,939","81,658","79,925","91,616","119,829","132,524","87,865","74,698","34,084","5,532",403,"1,550,806","1,550,806","121,381","163,401","184,869","185,407","246,372","271,727","182,332","132,782","53,788","8,091",656,"781,146","781,146","62,233","85,404","104,169","96,110","127,888","138,397","89,374","57,880","17,375","2,105",211,"769,660","769,660","59,148","77,997","80,700","89,297","118,484","133,330","92,958","74,902","36,413","5,986",445,"1,550,142","1,550,142","116,726","156,946","185,914","180,188","242,216","270,839","194,407","135,621","57,862","8,726",697,"780,635","780,635","59,835","82,192","104,548","93,578","125,599","137,795","95,958","59,465","19,281","2,184",200,"769,507","769,507","56,891","74,754","81,366","86,610","116,617","133,044","98,449","76,156","38,581","6,542",497,"1,543,052","1,543,052","112,664","150,060","182,891","175,578","233,996","271,635","207,147","136,550","62,323","9,497",711,"776,456","776,456","57,639","78,346","102,581","91,348","121,245","138,484","102,719","60,276","21,316","2,295",207,"766,596","766,596","55,025","71,714","80,310","84,230","112,751","133,151","104,428","76,274","41,007","7,202",504,"1,541,502","1,541,502","109,556","143,799","181,102","170,669","228,292","270,588","223,088","135,991","67,330","10,293",794,"775,386","775,386","56,078","74,961","101,470","89,075","117,822","138,497","110,761","60,658","23,453","2,363",248,"766,116","766,116","53,478","68,838","79,632","81,594","110,470","132,091","112,327","75,333","43,877","7,930",546
강원도 춘천시 (4211000000),"275,791","275,791","23,976","34,147","33,830","37,270","46,915","45,506","24,941","20,570","7,373","1,178",85,"136,017","136,017","12,448","17,732","17,664","18,594","23,665","22,558","11,853","8,750","2,343",369,41,"139,774","139,774","11,528","16,415","16,166","18,676","23,250","22,948","13,088","11,820","5,030",809,44,"277,997","277,997","24,022","32,909","34,843","36,823","46,563","45,878","26,867","20,751","8,003","1,244",94,"136,974","136,974","12,400","17,065","18,254","18,512","23,321","22,688","12,825","8,892","2,607",369,41,"141,023","141,023","11,622","15,844","16,589","18,311","23,242","23,190","14,042","11,859","5,396",875,53,"280,707","280,707","24,054","31,556","35,805","36,790","46,236","46,351","28,706","21,039","8,761","1,311",98,"138,251","138,251","12,423","16,445","18,660","18,513","23,042","23,014","13,708","9,092","2,939",374,41,"142,456","142,456","11,631","15,111","17,145","18,277","23,194","23,337","14,998","11,947","5,822",937,57,"280,514","280,514","23,272","30,226","36,418","36,073","45,081","46,334","30,594","21,537","9,421","1,456",102,"138,159","138,159","11,996","15,793","19,071","18,146","22,410","22,997","14,726","9,344","3,249",391,36,"142,355","142,355","11,276","14,433","17,347","17,927","22,671","23,337","15,868","12,193","6,172","1,065",66,"280,640","280,640","22,634","29,152","36,518","35,515","43,878","46,694","32,789","21,574","10,183","1,604",99,"138,243","138,243","11,583","15,183","19,248","17,875","21,841","23,219","15,885","9,362","3,608",400,39,"142,397","142,397","11,051","13,969","17,270","17,640","22,037","23,475","16,904","12,212","6,575","1,204",60,"281,291","281,291","22,272","27,974","36,965","34,841","42,827","46,998","35,350","21,244","10,941","1,769",110,"138,700","138,700","11,408","14,557","19,614","17,621","21,262","23,444","17,142","9,264","3,919",423,46,"142,591","142,591","10,864","13,417","17,351","17,220","21,565","23,554","18,208","11,980","7,022","1,346",64
강원도 원주시 (4213000000),"327,292","327,292","30,382","42,306","40,384","46,416","59,042","53,802","26,166","20,237","7,489","1,003",65,"162,734","162,734","15,590","22,073","21,364","23,069","29,556","27,293","12,671","8,513","2,306",282,17,"164,558","164,558","14,792","20,233","19,020","23,347","29,486","26,509","13,495","11,724","5,183",721,48,"332,995","332,995","30,771","41,005","41,380","46,452","59,232","55,645","28,592","20,612","8,132","1,105",69,"165,547","165,547","15,730","21,367","21,913","23,179","29,673","28,096","13,943","8,806","2,506",315,19,"167,448","167,448","15,041","19,638","19,467","23,273","29,559","27,549","14,649","11,806","5,626",790,50,"337,979","337,979","30,769","39,711","42,547","46,372","59,019","57,365","31,157","20,802","8,931","1,220",86,"167,854","167,854","15,651","20,665","22,487","23,268","29,391","28,959","15,343","8,870","2,875",323,22,"170,125","170,125","15,118","19,046","20,060","23,104","29,628","28,406","15,814","11,932","6,056",897,64,"341,337","341,337","29,848","38,740","43,863","45,587","58,914","58,054","33,965","21,355","9,611","1,307",93,"169,742","169,742","15,221","20,197","23,280","23,002","29,329","29,196","16,849","9,143","3,157",345,23,"171,595","171,595","14,627","18,543","20,583","22,585","29,585","28,858","17,116","12,212","6,454",962,70,"344,070","344,070","29,037","37,615","44,367","45,313","57,667","59,403","37,088","21,573","10,417","1,501",89,"171,048","171,048","14,781","19,571","23,571","22,867","28,674","29,904","18,364","9,377","3,543",375,21,"173,022","173,022","14,256","18,044","20,796","22,446","28,993","29,499","18,724","12,196","6,874","1,126",68,"349,215","349,215","28,801","36,767","45,028","45,276","57,401","60,168","41,171","21,514","11,357","1,626",106,"173,425","173,425","14,667","19,115","23,905","22,940","28,430","30,272","20,342","9,458","3,901",374,21,"175,790","175,790","14,134","17,652","21,123","22,336","28,971","29,896","20,829","12,056","7,456","1,252",85
강원도 강릉시 (4215000000),"215,807","215,807","16,316","25,907","24,835","26,705","35,816","37,313","23,691","17,745","6,353","1,060",66,"107,149","107,149","8,498","13,555","13,641","13,609","18,410","18,350","11,229","7,687","1,926",228,16,"108,658","108,658","7,818","12,352","11,194","13,096","17,406","18,963","12,462","10,058","4,427",832,50,"214,560","214,560","15,943","24,320","24,847","25,494","35,694","37,118","25,010","18,060","6,883","1,121",70,"106,545","106,545","8,304","12,715","13,714","12,996","18,373","18,287","11,891","7,815","2,195",238,17,"108,015","108,015","7,639","11,605","11,133","12,498","17,321","18,831","13,119","10,245","4,688",883,53,"213,846","213,846","15,624","23,125","24,804","24,580","35,071","37,300","26,320","18,355","7,385","1,205",77,"106,231","106,231","8,084","12,151","13,689","12,597","17,956","18,494","12,520","8,057","2,410",253,20,"107,615","107,615","7,540","10,974","11,115","11,983","17,115","18,806","13,800","10,298","4,975",952,57,"213,952","213,952","14,997","22,104","25,130","23,851","34,570","37,069","27,940","18,906","8,022","1,282",81,"106,286","106,286","7,728","11,612","13,892","12,243","17,711","18,398","13,338","8,371","2,706",267,20,"107,666","107,666","7,269","10,492","11,238","11,608","16,859","18,671","14,602","10,535","5,316","1,015",61,"212,957","212,957","14,512","20,922","25,047","23,140","33,434","37,198","29,343","19,243","8,652","1,373",93,"105,697","105,697","7,503","10,952","13,776","11,985","17,128","18,474","14,034","8,552","2,986",287,20,"107,260","107,260","7,009","9,970","11,271","11,155","16,306","18,724","15,309","10,691","5,666","1,086",73,"213,442","213,442","14,037","20,214","25,401","22,294","32,932","36,860","31,407","19,431","9,262","1,504",100,"105,893","105,893","7,274","10,578","13,894","11,589","16,863","18,415","15,014","8,680","3,256",303,27,"107,549","107,549","6,763","9,636","11,507","10,705","16,069","18,445","16,393","10,751","6,006","1,201",73
강원도 동해시 (4217000000),"94,562","94,562","8,330","11,457","10,112","12,396","16,259","15,992","10,001","7,224","2,441",325,25,"47,850","47,850","4,328","6,097","5,691","6,428","8,512","7,997","4,874","3,146",693,75,9,"46,712","46,712","4,002","5,360","4,421","5,968","7,747","7,995","5,127","4,078","1,748",250,16,"93,895","93,895","8,142","10,931","9,787","12,042","16,167","15,840","10,633","7,347","2,622",359,25,"47,503","47,503","4,221","5,773","5,572","6,223","8,514","7,923","5,182","3,220",793,75,7,"46,392","46,392","3,921","5,158","4,215","5,819","7,653","7,917","5,451","4,127","1,829",284,18,"93,297","93,297","7,981","10,416","9,710","11,554","15,973","15,884","11,150","7,399","2,835",368,27,"47,166","47,166","4,160","5,473","5,506","6,005","8,390","7,952","5,453","3,253",896,70,8,"46,131","46,131","3,821","4,943","4,204","5,549","7,583","7,932","5,697","4,146","1,939",298,19,"92,851","92,851","7,651","9,948","9,944","10,927","15,792","15,753","11,722","7,641","3,049",394,30,"47,067","47,067","3,959","5,202","5,759","5,680","8,306","7,944","5,736","3,389","1,000",85,7,"45,784","45,784","3,692","4,746","4,185","5,247","7,486","7,809","5,986","4,252","2,049",309,23,"91,272","91,272","7,306","9,471","9,631","10,095","15,236","15,721","12,189","7,909","3,258",430,26,"46,212","46,212","3,735","4,955","5,634","5,264","7,969","8,013","5,904","3,515","1,127",88,8,"45,060","45,060","3,571","4,516","3,997","4,831","7,267","7,708","6,285","4,394","2,131",342,18,"90,522","90,522","6,876","9,084","9,437","9,555","14,897","15,706","12,961","7,982","3,530",465,29,"45,845","45,845","3,543","4,737","5,525","5,018","7,784","8,060","6,237","3,587","1,248",96,10,"44,677","44,677","3,333","4,347","3,912","4,537","7,113","7,646","6,724","4,395","2,282",369,19
강원도 태백시 (4219000000),"48,258","48,258","3,940","5,164","4,615","6,214","7,656","8,522","6,266","4,456","1,204",183,38,"24,509","24,509","2,012","2,779","2,566","3,206","4,151","4,388","2,992","1,963",390,45,17,"23,749","23,749","1,928","2,385","2,049","3,008","3,505","4,134","3,274","2,493",814,138,21,"47,501","47,501","3,775","4,947","4,535","5,805","7,557","8,283","6,523","4,523","1,320",187,46,"24,128","24,128","1,897","2,673","2,511","2,997","4,147","4,283","3,106","2,011",437,47,19,"23,373","23,373","1,878","2,274","2,024","2,808","3,410","4,000","3,417","2,512",883,140,27,"47,070","47,070","3,627","4,679","4,511","5,465","7,414","8,231","6,825","4,577","1,492",203,46,"23,899","23,899","1,840","2,534","2,488","2,845","4,074","4,250","3,264","2,033",503,50,18,"23,171","23,171","1,787","2,145","2,023","2,620","3,340","3,981","3,561","2,544",989,153,28,"45,888","45,888","3,367","4,425","4,259","5,071","7,239","7,958","6,987","4,713","1,611",211,47,"23,196","23,196","1,696","2,388","2,332","2,626","3,960","4,102","3,389","2,070",561,52,20,"22,692","22,692","1,671","2,037","1,927","2,445","3,279","3,856","3,598","2,643","1,050",159,27,"44,858","44,858","3,113","4,322","4,067","4,600","6,952","7,843","7,102","4,838","1,744",228,49,"22,612","22,612","1,558","2,317","2,227","2,384","3,744","4,095","3,463","2,124",625,55,20,"22,246","22,246","1,555","2,005","1,840","2,216","3,208","3,748","3,639","2,714","1,119",173,29,"43,866","43,866","2,862","4,060","3,859","4,224","6,655","7,610","7,483","4,853","1,959",245,56,"22,168","22,168","1,456","2,139","2,173","2,218","3,559","4,035","3,645","2,157",712,50,24,"21,698","21,698","1,406","1,921","1,686","2,006","3,096","3,575","3,838","2,696","1,247",195,32
강원도 속초시 (4221000000),"82,432","82,432","6,628","10,230","8,871","10,285","14,603","14,962","8,349","5,904","2,268",310,22,"40,590","40,590","3,376","5,291","4,864","5,168","7,289","7,468","3,909","2,481",628,108,8,"41,842","41,842","3,252","4,939","4,007","5,117","7,314","7,494","4,440","3,423","1,640",202,14,"81,992","81,992","6,543","9,621","8,836","10,037","14,292","14,959","8,921","6,031","2,374",356,22,"40,377","40,377","3,281","4,967","4,871","5,118","7,116","7,435","4,250","2,525",689,116,9,"41,615","41,615","3,262","4,654","3,965","4,919","7,176","7,524","4,671","3,506","1,685",240,13,"81,793","81,793","6,411","9,086","8,962","9,746","13,914","15,077","9,457","6,181","2,539",394,26,"40,288","40,288","3,235","4,678","4,980","4,976","6,870","7,484","4,575","2,612",750,118,10,"41,505","41,505","3,176","4,408","3,982","4,770","7,044","7,593","4,882","3,569","1,789",276,16,"82,273","82,273","6,171","8,625","9,170","9,674","13,753","15,139","10,132","6,449","2,688",447,25,"40,531","40,531","3,089","4,458","5,100","4,981","6,824","7,426","4,941","2,755",838,112,7,"41,742","41,742","3,082","4,167","4,070","4,693","6,929","7,713","5,191","3,694","1,850",335,18,"81,682","81,682","6,052","8,201","8,948","9,448","13,078","15,201","10,838","6,571","2,817",502,26,"40,248","40,248","3,041","4,237","4,961","4,939","6,539","7,411","5,290","2,817",878,125,10,"41,434","41,434","3,011","3,964","3,987","4,509","6,539","7,790","5,548","3,754","1,939",377,16,"81,786","81,786","5,961","7,772","8,912","9,292","12,650","15,219","11,679","6,705","2,980",583,33,"40,420","40,420","3,000","4,026","5,027","4,917","6,271","7,470","5,678","2,916",966,136,13,"41,366","41,366","2,961","3,746","3,885","4,375","6,379","7,749","6,001","3,789","2,014",447,20
강원도 삼척시 (4223000000),"72,314","72,314","4,816","7,856","9,550","8,044","10,783","12,442","8,510","7,097","2,842",341,33,"36,940","36,940","2,487","4,125","5,484","4,389","6,071","6,366","4,226","2,885",831,68,8,"35,374","35,374","2,329","3,731","4,066","3,655","4,712","6,076","4,284","4,212","2,011",273,25,"70,839","70,839","4,748","7,241","9,002","7,553","10,557","12,312","8,915","7,035","3,048",392,36,"36,000","36,000","2,472","3,765","5,051","4,116","5,960","6,323","4,425","2,880",926,73,9,"34,839","34,839","2,276","3,476","3,951","3,437","4,597","5,989","4,490","4,155","2,122",319,27,"69,599","69,599","4,609","6,775","8,696","7,127","10,224","12,211","9,296","7,020","3,181",421,39,"35,253","35,253","2,370","3,541","4,838","3,870","5,744","6,324","4,587","2,895",992,81,11,"34,346","34,346","2,239","3,234","3,858","3,257","4,480","5,887","4,709","4,125","2,189",340,28,"68,514","68,514","4,366","6,455","8,499","6,738","9,893","11,954","9,689","7,078","3,353",449,40,"34,638","34,638","2,267","3,418","4,727","3,611","5,519","6,195","4,763","2,975","1,068",84,11,"33,876","33,876","2,099","3,037","3,772","3,127","4,374","5,759","4,926","4,103","2,285",365,29,"68,326","68,326","4,310","6,012","8,334","6,697","9,703","11,986","10,039","7,149","3,561",490,45,"34,587","34,587","2,252","3,177","4,657","3,586","5,411","6,232","5,014","3,033","1,122",91,12,"33,739","33,739","2,058","2,835","3,677","3,111","4,292","5,754","5,025","4,116","2,439",399,33,"67,228","67,228","4,139","5,610","7,935","6,344","9,332","11,767","10,556","7,200","3,775",524,46,"34,038","34,038","2,112","2,958","4,433","3,379","5,195","6,215","5,260","3,134","1,241",99,12,"33,190","33,190","2,027","2,652","3,502","2,965","4,137","5,552","5,296","4,066","2,534",425,34
